wavelength,readnoise,dark_counts,sky_counts,target_counts,total_counts
1200.0756,0,0.58183,8.3337e-07,321.39,321.97
1200.0855,0,0.58183,8.3306e-07,321.41,321.99
1200.0954,0,0.58183,8.3275e-07,321.43,322.01
1200.1053,0,0.58183,8.3244e-07,321.45,322.03
1200.1152,0,0.58183,8.3214e-07,321.47,322.05
1200.1251,0,0.58183,8.3185e-07,321.49,322.08
1200.1350,0,0.58183,8.3157e-07,321.51,322.1
1200.1449,0,0.58183,8.3129e-07,321.53,322.12
1200.1548,0,0.58183,8.3101e-07,321.56,322.14
1200.1647,0,0.58183,8.3074e-07,321.58,322.16
1200.1746,0,0.58183,8.3048e-07,321.6,322.18
1200.1845,0,0.58183,8.3022e-07,321.62,322.2
1200.1944,0,0.58183,8.2997e-07,321.64,322.22
1200.2043,0,0.58183,8.2972e-07,321.66,322.24
1200.2142,0,0.58183,8.2948e-07,321.68,322.26
1200.2241,0,0.58183,8.2924e-07,321.7,322.28
1200.2340,0,0.58183,8.2901e-07,321.72,322.3
1200.2439,0,0.58183,8.2879e-07,321.74,322.32
1200.2538,0,0.58183,8.2857e-07,321.76,322.34
1200.2637,0,0.58183,8.2836e-07,321.78,322.36
1200.2736,0,0.58183,8.2815e-07,321.8,322.39
1200.2835,0,0.58183,8.2795e-07,321.82,322.41
1200.2934,0,0.58183,8.2776e-07,321.85,322.43
1200.3033,0,0.58183,8.2757e-07,321.87,322.45
1200.3132,0,0.58183,8.2738e-07,321.89,322.47
1200.3231,0,0.58183,8.2721e-07,321.91,322.49
1200.3330,0,0.58183,8.2703e-07,321.93,322.51
1200.3429,0,0.58183,8.2687e-07,321.95,322.53
1200.3528,0,0.58183,8.2671e-07,321.97,322.55
1200.3627,0,0.58183,8.2655e-07,321.99,322.57
1200.3726,0,0.58183,8.264e-07,322.01,322.59
1200.3825,0,0.58183,8.2626e-07,322.03,322.61
1200.3924,0,0.58183,8.2612e-07,322.05,322.63
1200.4023,0,0.58183,8.2598e-07,322.07,322.65
1200.4122,0,0.58183,8.2586e-07,322.09,322.68
1200.4221,0,0.58183,8.2574e-07,322.11,322.7
1200.4320,0,0.58183,8.2562e-07,322.13,322.72
1200.4419,0,0.58183,8.2551e-07,322.16,322.74
1200.4518,0,0.58183,8.2541e-07,322.18,322.76
1200.4617,0,0.58183,8.2531e-07,322.2,322.78
1200.4716,0,0.58183,8.2522e-07,322.22,322.8
1200.4815,0,0.58183,8.2513e-07,322.24,322.82
1200.4914,0,0.58183,8.2505e-07,322.26,322.84
1200.5013,0,0.58183,8.2497e-07,322.28,322.86
1200.5112,0,0.58183,8.249e-07,322.3,322.88
1200.5211,0,0.58183,8.2484e-07,322.32,322.9
1200.5310,0,0.58183,8.2478e-07,322.34,322.92
1200.5409,0,0.58183,8.2473e-07,322.36,322.94
1200.5508,0,0.58183,8.2468e-07,322.38,322.96
1200.5607,0,0.58183,8.2464e-07,322.4,322.99
1200.5706,0,0.58183,8.246e-07,322.42,323.01
1200.5805,0,0.58183,8.2457e-07,322.45,323.03
1200.5904,0,0.58183,8.2453e-07,322.47,323.05
1200.6003,0,0.58183,8.245e-07,322.49,323.07
1200.6102,0,0.58183,8.2447e-07,322.51,323.09
1200.6201,0,0.58183,8.2443e-07,322.53,323.11
1200.6300,0,0.58183,8.244e-07,322.55,323.13
1200.6399,0,0.58183,8.2437e-07,322.57,323.15
1200.6498,0,0.58183,8.2433e-07,322.59,323.17
1200.6597,0,0.58183,8.243e-07,322.61,323.19
1200.6696,0,0.58183,8.2426e-07,322.63,323.21
1200.6795,0,0.58183,8.2423e-07,322.65,323.23
1200.6894,0,0.58183,8.242e-07,322.67,323.25
1200.6993,0,0.58183,8.2416e-07,322.69,323.28
1200.7092,0,0.58183,8.2413e-07,322.71,323.3
1200.7191,0,0.58183,8.2409e-07,322.73,323.32
1200.7290,0,0.58183,8.2406e-07,322.76,323.34
1200.7389,0,0.58183,8.2403e-07,322.78,323.36
1200.7488,0,0.58183,8.2399e-07,322.8,323.38
1200.7587,0,0.58183,8.2396e-07,322.82,323.4
1200.7686,0,0.58183,8.2392e-07,322.84,323.42
1200.7785,0,0.58183,8.2389e-07,322.86,323.44
1200.7884,0,0.58183,8.2386e-07,322.88,323.46
1200.7983,0,0.58183,8.2382e-07,322.9,323.48
1200.8082,0,0.58183,8.2379e-07,322.92,323.5
1200.8181,0,0.58183,8.2375e-07,322.94,323.52
1200.8280,0,0.58183,8.2372e-07,322.96,323.54
1200.8379,0,0.58183,8.2369e-07,322.98,323.56
1200.8478,0,0.58183,8.2365e-07,323,323.59
1200.8577,0,0.58183,8.2362e-07,323.02,323.61
1200.8676,0,0.58183,8.2358e-07,323.05,323.63
1200.8775,0,0.58183,8.2355e-07,323.07,323.65
1200.8874,0,0.58183,8.2351e-07,323.09,323.67
1200.8973,0,0.58183,8.2348e-07,323.11,323.69
1200.9072,0,0.58183,8.2345e-07,323.13,323.71
1200.9171,0,0.58183,8.2341e-07,323.15,323.73
1200.9270,0,0.58183,8.2338e-07,323.17,323.75
1200.9369,0,0.58183,8.2334e-07,323.19,323.77
1200.9468,0,0.58183,8.2331e-07,323.21,323.79
1200.9567,0,0.58183,8.2327e-07,323.23,323.81
1200.9666,0,0.58183,8.2324e-07,323.25,323.83
1200.9765,0,0.58183,8.232e-07,323.27,323.85
1200.9864,0,0.58183,8.2317e-07,323.29,323.88
1200.9963,0,0.58183,8.2313e-07,323.31,323.9
1201.0062,0,0.58183,8.231e-07,323.33,323.92
1201.0161,0,0.58183,8.2307e-07,323.35,323.94
1201.0260,0,0.58183,8.2303e-07,323.37,323.96
1201.0359,0,0.58183,8.23e-07,323.39,323.98
1201.0458,0,0.58183,8.2296e-07,323.41,324
1201.0557,0,0.58183,8.2293e-07,323.43,324.02
1201.0656,0,0.58183,8.2289e-07,323.45,324.04
1201.0755,0,0.58183,8.2286e-07,323.47,324.06
1201.0854,0,0.58183,8.2282e-07,323.49,324.08
1201.0953,0,0.58183,8.2279e-07,323.52,324.1
1201.1052,0,0.58183,8.2275e-07,323.54,324.12
1201.1151,0,0.58183,8.2272e-07,323.56,324.14
1201.1250,0,0.58183,8.2268e-07,323.58,324.16
1201.1349,0,0.58183,8.2265e-07,323.6,324.18
1201.1448,0,0.58183,8.2261e-07,323.62,324.2
1201.1547,0,0.58183,8.2258e-07,323.64,324.22
1201.1646,0,0.58183,8.2254e-07,323.66,324.24
1201.1745,0,0.58183,8.2251e-07,323.68,324.26
1201.1844,0,0.58183,8.2247e-07,323.7,324.28
1201.1943,0,0.58183,8.2244e-07,323.72,324.3
1201.2042,0,0.58183,8.224e-07,323.74,324.32
1201.2141,0,0.58183,8.2237e-07,323.76,324.34
1201.2240,0,0.58183,8.2233e-07,323.78,324.36
1201.2339,0,0.58183,8.223e-07,323.8,324.38
1201.2438,0,0.58183,8.2226e-07,323.82,324.4
1201.2537,0,0.58183,8.2223e-07,323.84,324.42
1201.2636,0,0.58183,8.2219e-07,323.86,324.44
1201.2735,0,0.58183,8.2216e-07,323.88,324.46
1201.2834,0,0.58183,8.2212e-07,323.9,324.48
1201.2933,0,0.58183,8.2208e-07,323.92,324.5
1201.3032,0,0.58183,8.2205e-07,323.94,324.52
1201.3131,0,0.58183,8.2201e-07,323.96,324.54
1201.3230,0,0.58183,8.2198e-07,323.98,324.56
1201.3329,0,0.58183,8.2194e-07,324,324.58
1201.3428,0,0.58183,8.2191e-07,324.02,324.6
1201.3527,0,0.58183,8.2187e-07,324.04,324.62
1201.3626,0,0.58183,8.2184e-07,324.06,324.64
1201.3725,0,0.58183,8.218e-07,324.08,324.66
1201.3824,0,0.58183,8.2177e-07,324.1,324.68
1201.3923,0,0.58183,8.2173e-07,324.12,324.7
1201.4022,0,0.58183,8.2169e-07,324.14,324.72
1201.4121,0,0.58183,8.2166e-07,324.16,324.74
1201.4220,0,0.58183,8.2162e-07,324.18,324.76
1201.4319,0,0.58183,8.2159e-07,324.2,324.78
1201.4418,0,0.58183,8.2155e-07,324.22,324.8
1201.4517,0,0.58183,8.2152e-07,324.24,324.82
1201.4616,0,0.58183,8.2148e-07,324.26,324.84
1201.4715,0,0.58183,8.2144e-07,324.28,324.86
1201.4814,0,0.58183,8.2141e-07,324.3,324.88
1201.4913,0,0.58183,8.2137e-07,324.32,324.9
1201.5012,0,0.58183,8.2134e-07,324.34,324.92
1201.5111,0,0.58183,8.213e-07,324.36,324.94
1201.5210,0,0.58183,8.2126e-07,324.38,324.96
1201.5309,0,0.58183,8.2123e-07,324.4,324.98
1201.5408,0,0.58183,8.2119e-07,324.42,325
1201.5507,0,0.58183,8.2116e-07,324.44,325.02
1201.5606,0,0.58183,8.2112e-07,324.46,325.04
1201.5705,0,0.58183,8.2108e-07,324.48,325.06
1201.5804,0,0.58183,8.2105e-07,324.5,325.08
1201.5903,0,0.58183,8.2101e-07,324.52,325.1
1201.6002,0,0.58183,8.2098e-07,324.54,325.12
1201.6101,0,0.58183,8.2094e-07,324.56,325.14
1201.6200,0,0.58183,8.209e-07,324.58,325.16
1201.6299,0,0.58183,8.2087e-07,324.6,325.18
1201.6398,0,0.58183,8.2083e-07,324.62,325.2
1201.6497,0,0.58183,8.2079e-07,324.64,325.22
1201.6596,0,0.58183,8.2076e-07,324.66,325.24
1201.6695,0,0.58183,8.2072e-07,324.68,325.26
1201.6794,0,0.58183,8.2068e-07,324.7,325.28
1201.6893,0,0.58183,8.2065e-07,324.72,325.3
1201.6992,0,0.58183,8.2061e-07,324.74,325.32
1201.7091,0,0.58183,8.2058e-07,324.76,325.34
1201.7190,0,0.58183,8.2054e-07,324.78,325.36
1201.7289,0,0.58183,8.205e-07,324.8,325.38
1201.7388,0,0.58183,8.2047e-07,324.82,325.4
1201.7487,0,0.58183,8.2043e-07,324.84,325.42
1201.7586,0,0.58183,8.2039e-07,324.86,325.44
1201.7685,0,0.58183,8.2036e-07,324.88,325.46
1201.7784,0,0.58183,8.2032e-07,324.9,325.48
1201.7883,0,0.58183,8.2028e-07,324.92,325.5
1201.7982,0,0.58183,8.2025e-07,324.94,325.52
1201.8081,0,0.58183,8.2021e-07,324.96,325.54
1201.8180,0,0.58183,8.2017e-07,324.98,325.56
1201.8279,0,0.58183,8.2014e-07,325,325.58
1201.8378,0,0.58183,8.201e-07,325.02,325.6
1201.8477,0,0.58183,8.2006e-07,325.04,325.62
1201.8576,0,0.58183,8.2002e-07,325.06,325.64
1201.8675,0,0.58183,8.1999e-07,325.08,325.66
1201.8774,0,0.58183,8.1995e-07,325.1,325.68
1201.8873,0,0.58183,8.1991e-07,325.12,325.7
1201.8972,0,0.58183,8.1988e-07,325.14,325.72
1201.9071,0,0.58183,8.1984e-07,325.16,325.74
1201.9170,0,0.58183,8.198e-07,325.18,325.76
1201.9269,0,0.58183,8.1977e-07,325.2,325.78
1201.9368,0,0.58183,8.1973e-07,325.22,325.8
1201.9467,0,0.58183,8.1969e-07,325.24,325.82
1201.9566,0,0.58183,8.1966e-07,325.26,325.84
1201.9665,0,0.58183,8.1962e-07,325.28,325.86
1201.9764,0,0.58183,8.1958e-07,325.3,325.88
1201.9863,0,0.58183,8.1954e-07,325.32,325.9
1201.9962,0,0.58183,8.1951e-07,325.34,325.92
1202.0061,0,0.58183,8.1947e-07,325.36,325.94
1202.0160,0,0.58183,8.1943e-07,325.38,325.96
1202.0259,0,0.58183,8.1939e-07,325.4,325.98
1202.0358,0,0.58183,8.1936e-07,325.42,326
1202.0457,0,0.58183,8.1932e-07,325.44,326.02
1202.0556,0,0.58183,8.1928e-07,325.46,326.04
1202.0655,0,0.58183,8.1925e-07,325.48,326.06
1202.0754,0,0.58183,8.1921e-07,325.5,326.08
1202.0853,0,0.58183,8.1917e-07,325.52,326.1
1202.0952,0,0.58183,8.1913e-07,325.53,326.12
1202.1051,0,0.58183,8.191e-07,325.55,326.14
1202.1150,0,0.58183,8.1906e-07,325.57,326.16
1202.1249,0,0.58183,8.1902e-07,325.59,326.17
1202.1348,0,0.58183,8.1898e-07,325.61,326.19
1202.1447,0,0.58183,8.1895e-07,325.63,326.21
1202.1546,0,0.58183,8.1891e-07,325.65,326.23
1202.1645,0,0.58183,8.1887e-07,325.67,326.25
1202.1744,0,0.58183,8.1883e-07,325.69,326.27
1202.1843,0,0.58183,8.188e-07,325.71,326.29
1202.1942,0,0.58183,8.1876e-07,325.73,326.31
1202.2041,0,0.58183,8.1872e-07,325.75,326.33
1202.2140,0,0.58183,8.1868e-07,325.77,326.35
1202.2239,0,0.58183,8.1864e-07,325.79,326.37
1202.2338,0,0.58183,8.1861e-07,325.81,326.39
1202.2437,0,0.58183,8.1857e-07,325.83,326.41
1202.2536,0,0.58183,8.1853e-07,325.85,326.43
1202.2635,0,0.58183,8.1849e-07,325.87,326.45
1202.2734,0,0.58183,8.1846e-07,325.88,326.47
1202.2833,0,0.58183,8.1842e-07,325.9,326.49
1202.2932,0,0.58183,8.1838e-07,325.92,326.51
1202.3031,0,0.58183,8.1834e-07,325.94,326.52
1202.3130,0,0.58183,8.183e-07,325.96,326.54
1202.3229,0,0.58183,8.1827e-07,325.98,326.56
1202.3328,0,0.58183,8.1823e-07,326,326.58
1202.3427,0,0.58183,8.1819e-07,326.02,326.6
1202.3526,0,0.58183,8.1815e-07,326.04,326.62
1202.3625,0,0.58183,8.1811e-07,326.06,326.64
1202.3724,0,0.58183,8.1808e-07,326.08,326.66
1202.3823,0,0.58183,8.1804e-07,326.1,326.68
1202.3922,0,0.58183,8.18e-07,326.12,326.7
1202.4021,0,0.58183,8.1796e-07,326.14,326.72
1202.4120,0,0.58183,8.1792e-07,326.16,326.74
1202.4219,0,0.58183,8.1789e-07,326.18,326.76
1202.4318,0,0.58183,8.1785e-07,326.2,326.78
1202.4417,0,0.58183,8.1781e-07,326.21,326.8
1202.4516,0,0.58183,8.1777e-07,326.23,326.82
1202.4615,0,0.58183,8.1773e-07,326.25,326.84
1202.4714,0,0.58183,8.1769e-07,326.27,326.86
1202.4813,0,0.58183,8.1766e-07,326.29,326.87
1202.4912,0,0.58183,8.1762e-07,326.31,326.89
1202.5011,0,0.58183,8.1758e-07,326.33,326.91
1202.5110,0,0.58183,8.1754e-07,326.35,326.93
1202.5209,0,0.58183,8.175e-07,326.37,326.95
1202.5308,0,0.58183,8.1746e-07,326.39,326.97
1202.5407,0,0.58183,8.1742e-07,326.41,326.99
1202.5506,0,0.58183,8.1739e-07,326.43,327.01
1202.5605,0,0.58183,8.1735e-07,326.45,327.03
1202.5704,0,0.58183,8.1731e-07,326.47,327.05
1202.5803,0,0.58183,8.1727e-07,326.49,327.07
1202.5902,0,0.58183,8.1723e-07,326.51,327.09
1202.6001,0,0.58183,8.1719e-07,326.53,327.11
1202.6100,0,0.58183,8.1715e-07,326.54,327.13
1202.6199,0,0.58183,8.1711e-07,326.56,327.15
1202.6298,0,0.58183,8.1708e-07,326.58,327.17
1202.6397,0,0.58183,8.1704e-07,326.6,327.18
1202.6496,0,0.58183,8.17e-07,326.62,327.2
1202.6595,0,0.58183,8.1696e-07,326.64,327.22
1202.6694,0,0.58183,8.1692e-07,326.66,327.24
1202.6793,0,0.58183,8.1688e-07,326.68,327.26
1202.6892,0,0.58183,8.1684e-07,326.7,327.28
1202.6991,0,0.58183,8.168e-07,326.72,327.3
1202.7090,0,0.58183,8.1676e-07,326.74,327.32
1202.7189,0,0.58183,8.1672e-07,326.76,327.34
1202.7288,0,0.58183,8.1669e-07,326.78,327.36
1202.7387,0,0.58183,8.1665e-07,326.8,327.38
1202.7486,0,0.58183,8.1661e-07,326.82,327.4
1202.7585,0,0.58183,8.1657e-07,326.84,327.42
1202.7684,0,0.58183,8.1653e-07,326.86,327.44
1202.7783,0,0.58183,8.1649e-07,326.87,327.46
1202.7882,0,0.58183,8.1645e-07,326.89,327.48
1202.7981,0,0.58183,8.1641e-07,326.91,327.5
1202.8080,0,0.58183,8.1637e-07,326.93,327.51
1202.8179,0,0.58183,8.1633e-07,326.95,327.53
1202.8278,0,0.58183,8.1629e-07,326.97,327.55
1202.8377,0,0.58183,8.1625e-07,326.99,327.57
1202.8476,0,0.58183,8.1621e-07,327.01,327.59
1202.8575,0,0.58183,8.1618e-07,327.03,327.61
1202.8674,0,0.58183,8.1614e-07,327.05,327.63
1202.8773,0,0.58183,8.161e-07,327.07,327.65
1202.8872,0,0.58183,8.1606e-07,327.09,327.67
1202.8971,0,0.58183,8.1602e-07,327.11,327.69
1202.9070,0,0.58183,8.1598e-07,327.13,327.71
1202.9169,0,0.58183,8.1594e-07,327.15,327.73
1202.9268,0,0.58183,8.159e-07,327.17,327.75
1202.9367,0,0.58183,8.1586e-07,327.19,327.77
1202.9466,0,0.58183,8.1582e-07,327.2,327.79
1202.9565,0,0.58183,8.1578e-07,327.22,327.81
1202.9664,0,0.58183,8.1574e-07,327.24,327.83
1202.9763,0,0.58183,8.157e-07,327.26,327.84
1202.9862,0,0.58183,8.1566e-07,327.28,327.86
1202.9961,0,0.58183,8.1562e-07,327.3,327.88
1203.0060,0,0.58183,8.1558e-07,327.32,327.9
1203.0159,0,0.58183,8.1554e-07,327.34,327.92
1203.0258,0,0.58183,8.155e-07,327.36,327.94
1203.0357,0,0.58183,8.1546e-07,327.38,327.96
1203.0456,0,0.58183,8.1542e-07,327.4,327.98
1203.0555,0,0.58183,8.1538e-07,327.41,328
1203.0654,0,0.58183,8.1534e-07,327.43,328.02
1203.0753,0,0.58183,8.153e-07,327.45,328.03
1203.0852,0,0.58183,8.1526e-07,327.47,328.05
1203.0951,0,0.58183,8.1522e-07,327.49,328.07
1203.1050,0,0.58183,8.1518e-07,327.51,328.09
1203.1149,0,0.58183,8.1514e-07,327.53,328.11
1203.1248,0,0.58183,8.151e-07,327.55,328.13
1203.1347,0,0.58183,8.1506e-07,327.56,328.15
1203.1446,0,0.58183,8.1502e-07,327.58,328.17
1203.1545,0,0.58183,8.1498e-07,327.6,328.18
1203.1644,0,0.58183,8.1494e-07,327.62,328.2
1203.1743,0,0.58183,8.149e-07,327.64,328.22
1203.1842,0,0.58183,8.1486e-07,327.66,328.24
1203.1941,0,0.58183,8.1482e-07,327.68,328.26
1203.2040,0,0.58183,8.1478e-07,327.7,328.28
1203.2139,0,0.58183,8.1474e-07,327.71,328.3
1203.2238,0,0.58183,8.147e-07,327.73,328.32
1203.2337,0,0.58183,8.1466e-07,327.75,328.33
1203.2436,0,0.58183,8.1462e-07,327.77,328.35
1203.2535,0,0.58183,8.1458e-07,327.79,328.37
1203.2634,0,0.58183,8.1454e-07,327.81,328.39
1203.2733,0,0.58183,8.145e-07,327.83,328.41
1203.2832,0,0.58183,8.1446e-07,327.85,328.43
1203.2931,0,0.58183,8.1442e-07,327.87,328.45
1203.3030,0,0.58183,8.1438e-07,327.88,328.47
1203.3129,0,0.58183,8.1434e-07,327.9,328.48
1203.3228,0,0.58183,8.143e-07,327.92,328.5
1203.3327,0,0.58183,8.1426e-07,327.94,328.52
1203.3426,0,0.58183,8.1422e-07,327.96,328.54
1203.3525,0,0.58183,8.1418e-07,327.98,328.56
1203.3624,0,0.58183,8.1414e-07,328,328.58
1203.3723,0,0.58183,8.141e-07,328.02,328.6
1203.3822,0,0.58183,8.1406e-07,328.03,328.62
1203.3921,0,0.58183,8.1402e-07,328.05,328.63
1203.4020,0,0.58183,8.1397e-07,328.07,328.65
1203.4119,0,0.58183,8.1393e-07,328.09,328.67
1203.4218,0,0.58183,8.1389e-07,328.11,328.69
1203.4317,0,0.58183,8.1385e-07,328.13,328.71
1203.4416,0,0.58183,8.1381e-07,328.15,328.73
1203.4515,0,0.58183,8.1377e-07,328.17,328.75
1203.4614,0,0.58183,8.1373e-07,328.18,328.77
1203.4713,0,0.58183,8.1369e-07,328.2,328.79
1203.4812,0,0.58183,8.1365e-07,328.22,328.8
1203.4911,0,0.58183,8.1361e-07,328.24,328.82
1203.5010,0,0.58183,8.1357e-07,328.26,328.84
1203.5109,0,0.58183,8.1353e-07,328.28,328.86
1203.5208,0,0.58183,8.1348e-07,328.3,328.88
1203.5307,0,0.58183,8.1344e-07,328.32,328.9
1203.5406,0,0.58183,8.134e-07,328.33,328.92
1203.5505,0,0.58183,8.1336e-07,328.35,328.94
1203.5604,0,0.58183,8.1332e-07,328.37,328.95
1203.5703,0,0.58183,8.1328e-07,328.39,328.97
1203.5802,0,0.58183,8.1324e-07,328.41,328.99
1203.5901,0,0.58183,8.132e-07,328.43,329.01
1203.6000,0,0.58183,8.1316e-07,328.45,329.03
1203.6099,0,0.58183,8.1311e-07,328.47,329.05
1203.6198,0,0.58183,8.1307e-07,328.49,329.07
1203.6297,0,0.58183,8.1303e-07,328.5,329.09
1203.6396,0,0.58183,8.1299e-07,328.52,329.1
1203.6495,0,0.58183,8.1295e-07,328.54,329.12
1203.6594,0,0.58183,8.1291e-07,328.56,329.14
1203.6693,0,0.58183,8.1287e-07,328.58,329.16
1203.6792,0,0.58183,8.1282e-07,328.6,329.18
1203.6891,0,0.58183,8.1278e-07,328.62,329.2
1203.6990,0,0.58183,8.1274e-07,328.64,329.22
1203.7089,0,0.58183,8.127e-07,328.65,329.24
1203.7188,0,0.58183,8.1266e-07,328.67,329.25
1203.7287,0,0.58183,8.1262e-07,328.69,329.27
1203.7386,0,0.58183,8.1257e-07,328.71,329.29
1203.7485,0,0.58183,8.1253e-07,328.73,329.31
1203.7584,0,0.58183,8.1249e-07,328.75,329.33
1203.7683,0,0.58183,8.1245e-07,328.77,329.35
1203.7782,0,0.58183,8.1241e-07,328.79,329.37
1203.7881,0,0.58183,8.1237e-07,328.8,329.39
1203.7980,0,0.58183,8.1232e-07,328.82,329.4
1203.8079,0,0.58183,8.1228e-07,328.84,329.42
1203.8178,0,0.58183,8.1224e-07,328.86,329.44
1203.8277,0,0.58183,8.122e-07,328.88,329.46
1203.8376,0,0.58183,8.1216e-07,328.9,329.48
1203.8475,0,0.58183,8.1211e-07,328.92,329.5
1203.8574,0,0.58183,8.1207e-07,328.94,329.52
1203.8673,0,0.58183,8.1203e-07,328.95,329.54
1203.8772,0,0.58183,8.1199e-07,328.97,329.55
1203.8871,0,0.58183,8.1195e-07,328.99,329.57
1203.8970,0,0.58183,8.119e-07,329.01,329.59
1203.9069,0,0.58183,8.1186e-07,329.03,329.61
1203.9168,0,0.58183,8.1182e-07,329.05,329.63
1203.9267,0,0.58183,8.1178e-07,329.07,329.65
1203.9366,0,0.58183,8.1174e-07,329.09,329.67
1203.9465,0,0.58183,8.1169e-07,329.1,329.69
1203.9564,0,0.58183,8.1165e-07,329.12,329.7
1203.9663,0,0.58183,8.1161e-07,329.14,329.72
1203.9762,0,0.58183,8.1157e-07,329.16,329.74
1203.9861,0,0.58183,8.1152e-07,329.18,329.76
1203.9960,0,0.58183,8.1148e-07,329.2,329.78
1204.0059,0,0.58183,8.1144e-07,329.22,329.8
1204.0158,0,0.58183,8.114e-07,329.23,329.82
1204.0257,0,0.58183,8.1136e-07,329.25,329.83
1204.0356,0,0.58183,8.1131e-07,329.27,329.85
1204.0455,0,0.58183,8.1127e-07,329.29,329.87
1204.0554,0,0.58183,8.1123e-07,329.31,329.89
1204.0653,0,0.58183,8.1119e-07,329.32,329.91
1204.0752,0,0.58183,8.1114e-07,329.34,329.92
1204.0851,0,0.58183,8.111e-07,329.36,329.94
1204.0950,0,0.58183,8.1106e-07,329.38,329.96
1204.1049,0,0.58183,8.1102e-07,329.4,329.98
1204.1148,0,0.58183,8.1097e-07,329.41,330
1204.1247,0,0.58183,8.1093e-07,329.43,330.01
1204.1346,0,0.58183,8.1089e-07,329.45,330.03
1204.1445,0,0.58183,8.1084e-07,329.47,330.05
1204.1544,0,0.58183,8.108e-07,329.49,330.07
1204.1643,0,0.58183,8.1076e-07,329.5,330.09
1204.1742,0,0.58183,8.1072e-07,329.52,330.1
1204.1841,0,0.58183,8.1067e-07,329.54,330.12
1204.1940,0,0.58183,8.1063e-07,329.56,330.14
1204.2039,0,0.58183,8.1059e-07,329.58,330.16
1204.2138,0,0.58183,8.1055e-07,329.59,330.18
1204.2237,0,0.58183,8.105e-07,329.61,330.19
1204.2336,0,0.58183,8.1046e-07,329.63,330.21
1204.2435,0,0.58183,8.1042e-07,329.65,330.23
1204.2534,0,0.58183,8.1037e-07,329.67,330.25
1204.2633,0,0.58183,8.1033e-07,329.68,330.27
1204.2732,0,0.58183,8.1029e-07,329.7,330.28
1204.2831,0,0.58183,8.1024e-07,329.72,330.3
1204.2930,0,0.58183,8.102e-07,329.74,330.32
1204.3029,0,0.58183,8.1016e-07,329.76,330.34
1204.3128,0,0.58183,8.1011e-07,329.77,330.36
1204.3227,0,0.58183,8.1007e-07,329.79,330.37
1204.3326,0,0.58183,8.1003e-07,329.81,330.39
1204.3425,0,0.58183,8.0999e-07,329.83,330.41
1204.3524,0,0.58183,8.0994e-07,329.85,330.43
1204.3623,0,0.58183,8.099e-07,329.86,330.45
1204.3722,0,0.58183,8.0986e-07,329.88,330.46
1204.3821,0,0.58183,8.0981e-07,329.9,330.48
1204.3920,0,0.58183,8.0977e-07,329.92,330.5
1204.4019,0,0.58183,8.0973e-07,329.94,330.52
1204.4118,0,0.58183,8.0968e-07,329.96,330.54
1204.4217,0,0.58183,8.0964e-07,329.97,330.55
1204.4316,0,0.58183,8.096e-07,329.99,330.57
1204.4415,0,0.58183,8.0955e-07,330.01,330.59
1204.4514,0,0.58183,8.0951e-07,330.03,330.61
1204.4613,0,0.58183,8.0946e-07,330.05,330.63
1204.4712,0,0.58183,8.0942e-07,330.06,330.64
1204.4811,0,0.58183,8.0938e-07,330.08,330.66
1204.4910,0,0.58183,8.0933e-07,330.1,330.68
1204.5009,0,0.58183,8.0929e-07,330.12,330.7
1204.5108,0,0.58183,8.0925e-07,330.14,330.72
1204.5207,0,0.58183,8.092e-07,330.15,330.73
1204.5306,0,0.58183,8.0916e-07,330.17,330.75
1204.5405,0,0.58183,8.0911e-07,330.19,330.77
1204.5504,0,0.58183,8.0907e-07,330.21,330.79
1204.5603,0,0.58183,8.0903e-07,330.22,330.81
1204.5702,0,0.58183,8.0898e-07,330.24,330.82
1204.5801,0,0.58183,8.0894e-07,330.26,330.84
1204.5900,0,0.58183,8.0889e-07,330.28,330.86
1204.5999,0,0.58183,8.0885e-07,330.3,330.88
1204.6098,0,0.58183,8.0881e-07,330.31,330.9
1204.6197,0,0.58183,8.0876e-07,330.33,330.91
1204.6296,0,0.58183,8.0872e-07,330.35,330.93
1204.6395,0,0.58183,8.0867e-07,330.37,330.95
1204.6494,0,0.58183,8.0863e-07,330.39,330.97
1204.6593,0,0.58183,8.0858e-07,330.4,330.99
1204.6692,0,0.58183,8.0854e-07,330.42,331
1204.6791,0,0.58183,8.0849e-07,330.44,331.02
1204.6890,0,0.58183,8.0845e-07,330.46,331.04
1204.6989,0,0.58183,8.0841e-07,330.48,331.06
1204.7088,0,0.58183,8.0836e-07,330.49,331.08
1204.7187,0,0.58183,8.0832e-07,330.51,331.09
1204.7286,0,0.58183,8.0827e-07,330.53,331.11
1204.7385,0,0.58183,8.0823e-07,330.55,331.13
1204.7484,0,0.58183,8.0818e-07,330.57,331.15
1204.7583,0,0.58183,8.0814e-07,330.58,331.17
1204.7682,0,0.58183,8.0809e-07,330.6,331.18
1204.7781,0,0.58183,8.0805e-07,330.62,331.2
1204.7880,0,0.58183,8.08e-07,330.64,331.22
1204.7979,0,0.58183,8.0796e-07,330.66,331.24
1204.8078,0,0.58183,8.0791e-07,330.67,331.26
1204.8177,0,0.58183,8.0787e-07,330.69,331.27
1204.8276,0,0.58183,8.0782e-07,330.71,331.29
1204.8375,0,0.58183,8.0778e-07,330.73,331.31
1204.8474,0,0.58183,8.0773e-07,330.75,331.33
1204.8573,0,0.58183,8.0769e-07,330.76,331.35
